ticker,id,insertion_timestamp
DFVE,950992577,2024-07-12 09:05:37.878147
IMO,913431447,2024-07-12 09:05:37.878147
UJUN,950128716,2024-07-12 09:05:37.878147
DDI,950165751,2024-07-12 09:05:37.878147
IYE,913243067,2024-07-12 09:05:37.878147
HYGV,950069573,2024-07-12 09:05:37.878147
PTA,950180227,2024-07-12 09:05:37.878147
CXSE,913246329,2024-07-12 09:05:37.878147
ZOOZ,950978415,2024-07-12 09:05:37.878147
PHI,913324135,2024-07-12 09:05:37.878147
CVII,950183206,2024-07-12 09:05:37.878147
FLYD,950980974,2024-07-12 09:05:37.878147
CITEW,950978359,2024-07-12 09:05:37.878147
TXRH,913323783,2024-07-12 09:05:37.878147
FPAG,950191061,2024-07-12 09:05:37.878147
FRNW,950188669,2024-07-12 09:05:37.878147
CDRE,950186612,2024-07-12 09:05:37.878147
AACIW,950190174,2024-07-12 09:05:37.878147
GHIX,950978530,2024-07-12 09:05:37.878147
LILMW,950178256,2024-07-12 09:05:37.878147
CSWC,913256394,2024-07-12 09:05:37.878147
MKL,913323765,2024-07-12 09:05:37.878147
IRTR,950988822,2024-07-12 09:05:37.878147
OCX,913303745,2024-07-12 09:05:37.878147
DFLIW,950187700,2024-07-12 09:05:37.878147
AGMI,950993562,2024-07-12 09:05:37.878147
STHO,950985442,2024-07-12 09:05:37.878147
EMLP,913247349,2024-07-12 09:05:37.878147
PRF,913244564,2024-07-12 09:05:37.878147
OWL,950178905,2024-07-12 09:05:37.878147
TFC,913255003,2024-07-12 09:05:37.878147
PP,950984069,2024-07-12 09:05:37.878147
KRON,950173655,2024-07-12 09:05:37.878147
CNP,913255118,2024-07-12 09:05:37.878147
FBIO,913253379,2024-07-12 09:05:37.878147
RAPT,950133161,2024-07-12 09:05:37.878147
FTXG,925185048,2024-07-12 09:05:37.878147
IMAR,950992299,2024-07-12 09:05:37.878147
LSEQ,950989653,2024-07-12 09:05:37.878147
QDEL,913323785,2024-07-12 09:05:37.878147
ASRV,913256226,2024-07-12 09:05:37.878147
SPRB,950173654,2024-07-12 09:05:37.878147
AIRS,950188596,2024-07-12 09:05:37.878147
ECDA,950984329,2024-07-12 09:05:37.878147
SOHON,950122617,2024-07-12 09:05:37.878147
EBON,950162963,2024-07-12 09:05:37.878147
GSMGW,950171364,2024-07-12 09:05:37.878147
JPMB,925414597,2024-07-12 09:05:37.878147
WILC,913254218,2024-07-12 09:05:37.878147
ARKA,950989429,2024-07-12 09:05:37.878147
SERV,950992734,2024-07-12 09:05:37.878147
BCSA,950976774,2024-07-12 09:05:37.878147
CNTB,950181503,2024-07-12 09:05:37.878147
ROG,913324278,2024-07-12 09:05:37.878147
THCPU,950182132,2024-07-12 09:05:37.878147
CFFI,913256948,2024-07-12 09:05:37.878147
LRGE,925310971,2024-07-12 09:05:37.878147
XFLX,950988766,2024-07-12 09:05:37.878147
SCO,913243711,2024-07-12 09:05:37.878147
NBCM,950983778,2024-07-12 09:05:37.878147
LUCY,950190989,2024-07-12 09:05:37.878147
TBBB,950992614,2024-07-12 09:05:37.878147
TTAI,925340958,2024-07-12 09:05:37.878147
STSS,950979619,2024-07-12 09:05:37.878147
RBUF,950999133,2024-07-12 09:05:37.878147
SUSL,950126069,2024-07-12 09:05:37.878147
AVIE,950983447,2024-07-12 09:05:37.878147
DAVE,950183943,2024-07-12 09:05:37.878147
NMR,913323934,2024-07-12 09:05:37.878147
NAIL,913246564,2024-07-12 09:05:37.878147
QSIG,913245140,2024-07-12 09:05:37.878147
XFOR,925382048,2024-07-12 09:05:37.878147
MP,950167487,2024-07-12 09:05:37.878147
MULN,913253402,2024-07-12 09:05:37.878147
YUM,913324591,2024-07-12 09:05:37.878147
TK,913324433,2024-07-12 09:05:37.878147
XCUR,950084939,2024-07-12 09:05:37.878147
ATER,950126090,2024-07-12 09:05:37.878147
PEY,913244156,2024-07-12 09:05:37.878147
BLCO,950980242,2024-07-12 09:05:37.878147
UNF,913324491,2024-07-12 09:05:37.878147
THFF,913323872,2024-07-12 09:05:37.878147
EXPE,913256422,2024-07-12 09:05:37.878147
IMCR,950180064,2024-07-12 09:05:37.878147
TBB,925401989,2024-07-12 09:05:37.878147
BRAG,925300251,2024-07-12 09:05:37.878147
ESGL,950979735,2024-07-12 09:05:37.878147
HNNA,913253495,2024-07-12 09:05:37.878147
MOAT,913246708,2024-07-12 09:05:37.878147
NWFL,913323585,2024-07-12 09:05:37.878147
DNB,950166028,2024-07-12 09:05:37.878147
G,913255319,2024-07-12 09:05:37.878147
LIDR,950179716,2024-07-12 09:05:37.878147
HYMCL,950177252,2024-07-12 09:05:37.878147
EAT,913255223,2024-07-12 09:05:37.878147
ULVM,925381705,2024-07-12 09:05:37.878147
XBP,950184196,2024-07-12 09:05:37.878147
ITRN,913323440,2024-07-12 09:05:37.878147
ROKT,950097340,2024-07-12 09:05:37.878147
BENF,950986944,2024-07-12 09:05:37.878147
PFF,950001535,2024-07-12 09:05:37.878147
LWAY,913257446,2024-07-12 09:05:37.878147
VLRS,913322731,2024-07-12 09:05:37.878147
CSL,913255145,2024-07-12 09:05:37.878147
JCI,913255439,2024-07-12 09:05:37.878147
BOC,950052422,2024-07-12 09:05:37.878147
NETZ,950977685,2024-07-12 09:05:37.878147
BCS,913323293,2024-07-12 09:05:37.878147
HOVRW,950985930,2024-07-12 09:05:37.878147
ALTM,950990659,2024-07-12 09:05:37.878147
ARBE,950177691,2024-07-12 09:05:37.878147
NA,950981392,2024-07-12 09:05:37.878147
EDOG,913246798,2024-07-12 09:05:37.878147
PWUPU,950978123,2024-07-12 09:05:37.878147
GASS,913256549,2024-07-12 09:05:37.878147
APRH,950985840,2024-07-12 09:05:37.878147
GGT,913286951,2024-07-12 09:05:37.878147
LQDA,950063629,2024-07-12 09:05:37.878147
PEBO,913323446,2024-07-12 09:05:37.878147
INTR,950981083,2024-07-12 09:05:37.878147
ICVT,913245145,2024-07-12 09:05:37.878147
VMCAW,950980060,2024-07-12 09:05:37.878147
JPEM,913244008,2024-07-12 09:05:37.878147
WDFC,913323833,2024-07-12 09:05:37.878147
JMHI,950987534,2024-07-12 09:05:37.878147
SDRL,950980892,2024-07-12 09:05:37.878147
ATUS,925331949,2024-07-12 09:05:37.878147
MTGP,950146891,2024-07-12 09:05:37.878147
BITF,950174696,2024-07-12 09:05:37.878147
XFINU,950188597,2024-07-12 09:05:37.878147
HSAI,950985006,2024-07-12 09:05:37.878147
TMET,950988712,2024-07-12 09:05:37.878147
ENJ,913322652,2024-07-12 09:05:37.878147
DLB,913255196,2024-07-12 09:05:37.878147
AAP,913254899,2024-07-12 09:05:37.878147
SDEM,913243787,2024-07-12 09:05:37.878147
ZM,950118595,2024-07-12 09:05:37.878147
LTH,950188080,2024-07-12 09:05:37.878147
FFLC,950165978,2024-07-12 09:05:37.878147
INDV,925306963,2024-07-12 09:05:37.878147
HA,913257564,2024-07-12 09:05:37.878147
GWH,950177920,2024-07-12 09:05:37.878147
RXO,950983790,2024-07-12 09:05:37.878147
EGF,913286733,2024-07-12 09:05:37.878147
AJUL,950999134,2024-07-12 09:05:37.878147
HDL,950993617,2024-07-12 09:05:37.878147
RBA,916040728,2024-07-12 09:05:37.878147
GFAIW,950188392,2024-07-12 09:05:37.878147
ROBT,925415731,2024-07-12 09:05:37.878147
ESIX,950977057,2024-07-12 09:05:37.878147
NEON,913253385,2024-07-12 09:05:37.878147
LSBPW,950187202,2024-07-12 09:05:37.878147
RRGB,913323625,2024-07-12 09:05:37.878147
RRBI,950121223,2024-07-12 09:05:37.878147
NOAH,913254315,2024-07-12 09:05:37.878147
PNST,950978517,2024-07-12 09:05:37.878147
AIRJW,950977621,2024-07-12 09:05:37.878147
PPYA,950978461,2024-07-12 09:05:37.878147
CGGO,950978352,2024-07-12 09:05:37.878147
GCT,950982538,2024-07-12 09:05:37.878147
AIFD,950993672,2024-07-12 09:05:37.878147
SLV,913244503,2024-07-12 09:05:37.878147
JRE,950186036,2024-07-12 09:05:37.878147
APOS,950988266,2024-07-12 09:05:37.878147
WTAI,950190864,2024-07-12 09:05:37.878147
CNXT,913246277,2024-07-12 09:05:37.878147
SYUS,950182445,2024-07-12 09:05:37.878147
FLBL,950059260,2024-07-12 09:05:37.878147
TETE,950978490,2024-07-12 09:05:37.878147
D,913255169,2024-07-12 09:05:37.878147
XBJA,950976785,2024-07-12 09:05:37.878147
CVBF,913256643,2024-07-12 09:05:37.878147
XLV,913243233,2024-07-12 09:05:37.878147
IJS,913243107,2024-07-12 09:05:37.878147
VCIT,913243285,2024-07-12 09:05:37.878147
DECA,950980747,2024-07-12 09:05:37.878147
AITR,950990539,2024-07-12 09:05:37.878147
UTHY,950985600,2024-07-12 09:05:37.878147
CURI,950152895,2024-07-12 09:05:37.878147
GOVT,913247350,2024-07-12 09:05:37.878147
EGP,913255236,2024-07-12 09:05:37.878147
GOVZ,950173761,2024-07-12 09:05:37.878147
ADIL,925402184,2024-07-12 09:05:37.878147
GLSI,950165735,2024-07-12 09:05:37.878147
NBOS,950992488,2024-07-12 09:05:37.878147
BNTC,913323065,2024-07-12 09:05:37.878147
TOMZ,925240676,2024-07-12 09:05:37.878147
CHEK,913253544,2024-07-12 09:05:37.878147
NEE,913255309,2024-07-12 09:05:37.878147
ATLC,913256481,2024-07-12 09:05:37.878147
AENT,950182729,2024-07-12 09:05:37.878147
CTO,913303770,2024-07-12 09:05:37.878147
NEWT,913257051,2024-07-12 09:05:37.878147
NTSX,950074440,2024-07-12 09:05:37.878147
HXL,913255411,2024-07-12 09:05:37.878147
CGMS,950983693,2024-07-12 09:05:37.878147
RFDI,913243417,2024-07-12 09:05:37.878147
OARK,950984054,2024-07-12 09:05:37.878147
GLTR,913243501,2024-07-12 09:05:37.878147
USAP,913323660,2024-07-12 09:05:37.878147
MMTM,913243265,2024-07-12 09:05:37.878147
CCO,913255077,2024-07-12 09:05:37.878147
GSJY,913247629,2024-07-12 09:05:37.878147
GV,950980457,2024-07-12 09:05:37.878147
FFNW,913256456,2024-07-12 09:05:37.878147
BILZ,950987004,2024-07-12 09:05:37.878147
AMPY,913435351,2024-07-12 09:05:37.878147
NNAG,950988769,2024-07-12 09:05:37.878147
CCL,913255078,2024-07-12 09:05:37.878147
JPEF,950987675,2024-07-12 09:05:37.878147
TNET,913254612,2024-07-12 09:05:37.878147
ROUS,913246536,2024-07-12 09:05:37.878147
EWH,913243102,2024-07-12 09:05:37.878147
HTD,913286664,2024-07-12 09:05:37.878147
PAYS,950032077,2024-07-12 09:05:37.878147
RFL,925419464,2024-07-12 09:05:37.878147
TMAT,950180636,2024-07-12 09:05:37.878147
LBRDK,913303991,2024-07-12 09:05:37.878147
QSR,916040727,2024-07-12 09:05:37.878147
MID,950169661,2024-07-12 09:05:37.878147
TIPT,913253444,2024-07-12 09:05:37.878147
RCMT,913257186,2024-07-12 09:05:37.878147
PDEX,913254151,2024-07-12 09:05:37.878147
PLBY,950172497,2024-07-12 09:05:37.878147
LUCD,950188272,2024-07-12 09:05:37.878147
BYFC,913253680,2024-07-12 09:05:37.878147
MNR,950989043,2024-07-12 09:05:37.878147
YALL,950983614,2024-07-12 09:05:37.878147
HWKN,913323508,2024-07-12 09:05:37.878147
QEMM,913242933,2024-07-12 09:05:37.878147
AWRE,913257356,2024-07-12 09:05:37.878147
BCLI,913253529,2024-07-12 09:05:37.878147
RZC,950983503,2024-07-12 09:05:37.878147
TMUS,913324083,2024-07-12 09:05:37.878147
IDYA,950122955,2024-07-12 09:05:37.878147
NRIX,950168281,2024-07-12 09:05:37.878147
FNDF,913246479,2024-07-12 09:05:37.878147
WSR,913324686,2024-07-12 09:05:37.878147
MSTR,913323987,2024-07-12 09:05:37.878147
OAKUR,950986485,2024-07-12 09:05:37.878147
GUNR,913245855,2024-07-12 09:05:37.878147
SAMG,913255722,2024-07-12 09:05:37.878147
WEIX,950164075,2024-07-12 09:05:37.878147
MFLX,925185060,2024-07-12 09:05:37.878147
NACP,950071534,2024-07-12 09:05:37.878147
APRD,950985841,2024-07-12 09:05:37.878147
CIL,913244164,2024-07-12 09:05:37.878147
NXTE,950983446,2024-07-12 09:05:37.878147
DVLU,950085892,2024-07-12 09:05:37.878147
KJUL,950168250,2024-07-12 09:05:37.878147
BTEC,925185338,2024-07-12 09:05:37.878147
BUFR,950171643,2024-07-12 09:05:37.878147
MPU,913303752,2024-07-12 09:05:37.878147
CONN,913256342,2024-07-12 09:05:37.878147
BNDI,950982699,2024-07-12 09:05:37.878147
SINT,913253460,2024-07-12 09:05:37.878147
CRWS,913253697,2024-07-12 09:05:37.878147
LSAT,950177545,2024-07-12 09:05:37.878147
DGRS,913243041,2024-07-12 09:05:37.878147
MAPSW,950176006,2024-07-12 09:05:37.878147
IBMM,925419442,2024-07-12 09:05:37.878147
JGLO,950988218,2024-07-12 09:05:37.878147
GLIN,913242958,2024-07-12 09:05:37.878147
ALNT,913256182,2024-07-12 09:05:37.878147
ARQ,913256185,2024-07-12 09:05:37.878147
AMD,913254235,2024-07-12 09:05:37.878147
JPM,913255447,2024-07-12 09:05:37.878147
FEZ,913243857,2024-07-12 09:05:37.878147
BAMB,950988693,2024-07-12 09:05:37.878147
PJIO,950990463,2024-07-12 09:05:37.878147
QRFT,950127137,2024-07-12 09:05:37.878147
LPG,913254645,2024-07-12 09:05:37.878147
GDTC,950986066,2024-07-12 09:05:37.878147
RYI,913254377,2024-07-12 09:05:37.878147
APLT,950121444,2024-07-12 09:05:37.878147
ITA,913244527,2024-07-12 09:05:37.878147
FSTA,913244892,2024-07-12 09:05:37.878147
FEMY,950184610,2024-07-12 09:05:37.878147
ISEP,950988175,2024-07-12 09:05:37.878147
QLYS,913255715,2024-07-12 09:05:37.878147
PHYT,950191090,2024-07-12 09:05:37.878147
SRFM,950987591,2024-07-12 09:05:37.878147
TVGN,950976871,2024-07-12 09:05:37.878147
KHYB,950074428,2024-07-12 09:05:37.878147
BSL,913286994,2024-07-12 09:05:37.878147
RSJN,950998461,2024-07-12 09:05:37.878147
HACK,913247207,2024-07-12 09:05:37.878147
TMC,950167857,2024-07-12 09:05:37.878147
SCI,913324303,2024-07-12 09:05:37.878147
AFTY,913247560,2024-07-12 09:05:37.878147
SLVO,913243331,2024-07-12 09:05:37.878147
DCO,913255176,2024-07-12 09:05:37.878147
GGLS,950982939,2024-07-12 09:05:37.878147
SILV,925305322,2024-07-12 09:05:37.878147
WLFC,913323849,2024-07-12 09:05:37.878147
CCAP,950155223,2024-07-12 09:05:37.878147
ASML,913323243,2024-07-12 09:05:37.878147
ERIE,913256679,2024-07-12 09:05:37.878147
VATE,913303732,2024-07-12 09:05:37.878147
SPLV,913247371,2024-07-12 09:05:37.878147
SPVM,913247563,2024-07-12 09:05:37.878147
EG,913350747,2024-07-12 09:05:37.878147
SAH,913324295,2024-07-12 09:05:37.878147
DVAL,950983719,2024-07-12 09:05:37.878147
BANFP,913905421,2024-07-12 09:05:37.878147
GL,913324438,2024-07-12 09:05:37.878147
AFMC,950148881,2024-07-12 09:05:37.878147
CENX,913256277,2024-07-12 09:05:37.878147
FNVTU,950188805,2024-07-12 09:05:37.878147
KOP,913255466,2024-07-12 09:05:37.878147
CBRL,913256274,2024-07-12 09:05:37.878147
DNLI,925402186,2024-07-12 09:05:37.878147
AXS,913254993,2024-07-12 09:05:37.878147
ASXC,913303718,2024-07-12 09:05:37.878147
IBTH,950157718,2024-07-12 09:05:37.878147
BOWNR,950988002,2024-07-12 09:05:37.878147
ACACU,950980803,2024-07-12 09:05:37.878147
ARE,913254964,2024-07-12 09:05:37.878147
RUSHB,913323329,2024-07-12 09:05:37.878147
XSVM,913243927,2024-07-12 09:05:37.878147
KMB,913255459,2024-07-12 09:05:37.878147
XBIT,913255988,2024-07-12 09:05:37.878147
RILYZ,950187433,2024-07-12 09:05:37.878147
AFT,913286730,2024-07-12 09:05:37.878147
EPAC,913254974,2024-07-12 09:05:37.878147
AGQ,913244671,2024-07-12 09:05:37.878147
NVGS,913254583,2024-07-12 09:05:37.878147
CDRO,950180367,2024-07-12 09:05:37.878147
ERO,925378043,2024-07-12 09:05:37.878147
HGV,925353465,2024-07-12 09:05:37.878147
PAAA,950987575,2024-07-12 09:05:37.878147
TROX,913254440,2024-07-12 09:05:37.878147
PFTAU,950185829,2024-07-12 09:05:37.878147
SAVE,913255655,2024-07-12 09:05:37.878147
EXC,913255273,2024-07-12 09:05:37.878147
AIG,913254929,2024-07-12 09:05:37.878147
AFBI,950180216,2024-07-12 09:05:37.878147
IQIN,950108301,2024-07-12 09:05:37.878147
NVOS,925239877,2024-07-12 09:05:37.878147
BSCU,950173599,2024-07-12 09:05:37.878147
RELX,913324292,2024-07-12 09:05:37.878147
XSD,913244592,2024-07-12 09:05:37.878147
RCG,913286892,2024-07-12 09:05:37.878147
DMO,913286858,2024-07-12 09:05:37.878147
CRS,913255139,2024-07-12 09:05:37.878147
FDL,913244546,2024-07-12 09:05:37.878147
VITL,950168870,2024-07-12 09:05:37.878147
HYGH,913243034,2024-07-12 09:05:37.878147
YBTC,950990709,2024-07-12 09:05:37.878147
BOXX,950984390,2024-07-12 09:05:37.878147
RECT,950993677,2024-07-12 09:05:37.878147
ADVWW,950176008,2024-07-12 09:05:37.878147
LSPD,950173552,2024-07-12 09:05:37.878147
CLOE,950187988,2024-07-12 09:05:37.878147
APUE,950986420,2024-07-12 09:05:37.878147
LGVN,950180137,2024-07-12 09:05:37.878147
INRO,950993315,2024-07-12 09:05:37.878147
ZROZ,913247585,2024-07-12 09:05:37.878147
ENSV,913303712,2024-07-12 09:05:37.878147
STRT,913323500,2024-07-12 09:05:37.878147
BNDW,950085842,2024-07-12 09:05:37.878147
LQDH,913243033,2024-07-12 09:05:37.878147
JUNM,950998307,2024-07-12 09:05:37.878147
LVO,925415318,2024-07-12 09:05:37.878147
DYFI,950990686,2024-07-12 09:05:37.878147
HUN,913255409,2024-07-12 09:05:37.878147
BYRE,950980461,2024-07-12 09:05:37.878147
ATOS,913253407,2024-07-12 09:05:37.878147
XHYF,950978117,2024-07-12 09:05:37.878147
HYZD,913244128,2024-07-12 09:05:37.878147
AZTD,950982643,2024-07-12 09:05:37.878147
QOMOR,950984236,2024-07-12 09:05:37.878147
BFI,950052398,2024-07-12 09:05:37.878147
O,913324022,2024-07-12 09:05:37.878147
JHI,913286775,2024-07-12 09:05:37.878147
CPER,913242957,2024-07-12 09:05:37.878147
OCTT,950176424,2024-07-12 09:05:37.878147
CMAXW,950176164,2024-07-12 09:05:37.878147
NDLS,913255759,2024-07-12 09:05:37.878147
RETO,925402203,2024-07-12 09:05:37.878147
UUUU,925163589,2024-07-12 09:05:37.878147
AVD,913254979,2024-07-12 09:05:37.878147
HHGCW,950190198,2024-07-12 09:05:37.878147
MBLY,950983794,2024-07-12 09:05:37.878147
YMAB,950077765,2024-07-12 09:05:37.878147
GATO,950176441,2024-07-12 09:05:37.878147
TCRT,913254213,2024-07-12 09:05:37.878147
FTI,913255315,2024-07-12 09:05:37.878147
PSCT,913242973,2024-07-12 09:05:37.878147
MTH,913323832,2024-07-12 09:05:37.878147
W,913254679,2024-07-12 09:05:37.878147
CDC,913243442,2024-07-12 09:05:37.878147
LIFWZ,950176718,2024-07-12 09:05:37.878147
PNNT,913323926,2024-07-12 09:05:37.878147
FGBIP,950183952,2024-07-12 09:05:37.878147
VCSA,950181910,2024-07-12 09:05:37.878147
FDCE,950988828,2024-07-12 09:05:37.878147
BNE,950178774,2024-07-12 09:05:37.878147
QQQM,950176711,2024-07-12 09:05:37.878147
EVAV,950982606,2024-07-12 09:05:37.878147
SFWL,950985103,2024-07-12 09:05:37.878147
AVMC,950989306,2024-07-12 09:05:37.878147
MPC,913254375,2024-07-12 09:05:37.878147
BDRY,925419300,2024-07-12 09:05:37.878147
SCL,913324305,2024-07-12 09:05:37.878147
CKPT,950052396,2024-07-12 09:05:37.878147
OGEN,913303693,2024-07-12 09:05:37.878147
OESX,913254026,2024-07-12 09:05:37.878147
TLK,913324436,2024-07-12 09:05:37.878147
UYM,925178610,2024-07-12 09:05:37.878147
VRE,913255098,2024-07-12 09:05:37.878147
ULBI,913323835,2024-07-12 09:05:37.878147
HBANM,950185437,2024-07-12 09:05:37.878147
NOMD,913254813,2024-07-12 09:05:37.878147
OGSP,950993353,2024-07-12 09:05:37.878147
FLOW,950987499,2024-07-12 09:05:37.878147
FPFD,950185831,2024-07-12 09:05:37.878147
IGE,913243144,2024-07-12 09:05:37.878147
MRTN,913323993,2024-07-12 09:05:37.878147
CGV,950982039,2024-07-12 09:05:37.878147
RVTY,913324150,2024-07-12 09:05:37.878147
OPTXW,950977417,2024-07-12 09:05:37.878147
JCPB,950112633,2024-07-12 09:05:37.878147
RSG,913324286,2024-07-12 09:05:37.878147
BCI,925275420,2024-07-12 09:05:37.878147
CRAK,913243762,2024-07-12 09:05:37.878147
CHW,913287026,2024-07-12 09:05:37.878147
CGMU,950983696,2024-07-12 09:05:37.878147
AEON,950183482,2024-07-12 09:05:37.878147
VTEC,950088902,2024-07-12 09:05:37.878147
TELA,950143171,2024-07-12 09:05:37.878147
BIRK,950988773,2024-07-12 09:05:37.878147
IWC,913244509,2024-07-12 09:05:37.878147
SPTM,913243163,2024-07-12 09:05:37.878147
MCVT,925240885,2024-07-12 09:05:37.878147
IKNA,950181835,2024-07-12 09:05:37.878147
EVGN,925280841,2024-07-12 09:05:37.878147
MYMD,913253473,2024-07-12 09:05:37.878147
KEYS,913254701,2024-07-12 09:05:37.878147
CDMO,913253762,2024-07-12 09:05:37.878147
ALV,913254944,2024-07-12 09:05:37.878147
PVAL,950184894,2024-07-12 09:05:37.878147
CWCO,913256820,2024-07-12 09:05:37.878147
UEIC,913257575,2024-07-12 09:05:37.878147
FNGD,925414600,2024-07-12 09:05:37.878147
CBRGU,950182507,2024-07-12 09:05:37.878147
INAQW,950189522,2024-07-12 09:05:37.878147
IETC,925419440,2024-07-12 09:05:37.878147
SJ,950117223,2024-07-12 09:05:37.878147
IMOS,913253792,2024-07-12 09:05:37.878147
NAMSW,950180783,2024-07-12 09:05:37.878147
HYB,913286985,2024-07-12 09:05:37.878147
WINVU,950187622,2024-07-12 09:05:37.878147
NYMTN,925377963,2024-07-12 09:05:37.878147
XME,913243609,2024-07-12 09:05:37.878147
STRW,950983097,2024-07-12 09:05:37.878147
GOODN,950141831,2024-07-12 09:05:37.878147
SPRY,950177929,2024-07-12 09:05:37.878147
IXJ,913243161,2024-07-12 09:05:37.878147
NVCR,913256060,2024-07-12 09:05:37.878147
SCLX,950181699,2024-07-12 09:05:37.878147
WAFDP,950180599,2024-07-12 09:05:37.878147
BCDA,925238426,2024-07-12 09:05:37.878147
RMD,913324274,2024-07-12 09:05:37.878147
PLBC,913254225,2024-07-12 09:05:37.878147
WAFD,913323900,2024-07-12 09:05:37.878147
CHD,913255087,2024-07-12 09:05:37.878147
AVUV,950141117,2024-07-12 09:05:37.878147
AEP,913254915,2024-07-12 09:05:37.878147
STBF,950993350,2024-07-12 09:05:37.878147
MLECW,950181659,2024-07-12 09:05:37.878147
MMD,913286557,2024-07-12 09:05:37.878147
AIVI,913243641,2024-07-12 09:05:37.878147
DUKH,950999832,2024-07-12 09:05:37.878147
ARWR,913256229,2024-07-12 09:05:37.878147
ETG,913286639,2024-07-12 09:05:37.878147
BRFS,913350746,2024-07-12 09:05:37.878147
STKL,913430788,2024-07-12 09:05:37.878147
HTOOW,950178830,2024-07-12 09:05:37.878147
WINN,950977684,2024-07-12 09:05:37.878147
ALTO,913254145,2024-07-12 09:05:37.878147
EGY,913255238,2024-07-12 09:05:37.878147
YOTAR,950981146,2024-07-12 09:05:37.878147
STEL,925381958,2024-07-12 09:05:37.878147
LYRA,950158952,2024-07-12 09:05:37.878147
SRG,913254765,2024-07-12 09:05:37.878147
NXTC,950121443,2024-07-12 09:05:37.878147
KOCG,950186742,2024-07-12 09:05:37.878147
SABR,913255852,2024-07-12 09:05:37.878147
SRZNW,950179920,2024-07-12 09:05:37.878147
CPB,913255128,2024-07-12 09:05:37.878147
SCCF,950980189,2024-07-12 09:05:37.878147
UAPR,950119525,2024-07-12 09:05:37.878147
PTRB,950190779,2024-07-12 09:05:37.878147
MSA,913323820,2024-07-12 09:05:37.878147
CWS,925185734,2024-07-12 09:05:37.878147
GLU,913286692,2024-07-12 09:05:37.878147
FMSTW,950988239,2024-07-12 09:05:37.878147
ACAC,950981947,2024-07-12 09:05:37.878147
REBN,950982607,2024-07-12 09:05:37.878147
NCNO,950167490,2024-07-12 09:05:37.878147
MANU,913254449,2024-07-12 09:05:37.878147
QRTEB,925418481,2024-07-12 09:05:37.878147
HSPOR,950984822,2024-07-12 09:05:37.878147
TDF,913312026,2024-07-12 09:05:37.878147
CSTL,950131931,2024-07-12 09:05:37.878147
BHB,913303760,2024-07-12 09:05:37.878147
AUPH,925167194,2024-07-12 09:05:37.878147
GPAK,950988258,2024-07-12 09:05:37.878147
